"placename","othername","designator","location","remarks","infosource","RandID"
"Rockingham Springs Road","   -","Road","A road extending generally NE-SW. Begins at intersection of 602 and 644, about 2.8 mi W of Elkton, ended at intersection of SR 647 and 996 at McGaheysville. Is now portion of present day SR 644 and all of SR 647. Portion between north end of SR 647 a","   -","HRHS Archives # 86 Whitmer","915319016231"
"Rockingham Tn. Pk.","   -","Road","East Central","P. 13","1885 Lakes Atlas Revised 2013","667871577755"
"Rockingham Tnpk.","   -","Road","Stonewall","P. 30","1885 Lakes Atlas Revised 2013","990144044917"
"Rockingham Turnpike","Old Rockingham Turnpike","Road","   -","   -","HRHS Archives # 86 Whitmer","576070385714"
"Rockland Mills","   -","Mill","Weyers Cave","   -","HRHS Mill Books","229697152702"
"Rocktown","Harrisonburg","Town'","   -","Early name for Harrisonburg","Other Sources","397698142833"
"Rocky Bar","   -","Community","Elevation 1037. About 2.5 mi SE of McGaheysville. At intersection of SR 754 and 892.","   -","HRHS Archives # 86 Whitmer","514651111487"
"Rocky Bar School","   -","School","Near intersection of SR 754 and 892. About 2.5 mi SE of McGaheysville.","   -","HRHS Archives # 86 Whitmer","926031502321"
"Rocky Mount","   -","Mountain","Elevation 2741'. On Blue Ridge about 3 mi ESE of Rocky Bar.","   -","HRHS Archives # 86 Whitmer","154561955911"
"Rocky Mount Overlook","   -","Road","Elevation 2447'. On Skyline Drive about 4.3 mi SW of Swift Run Gap","   -","HRHS Archives # 86 Whitmer","526786138810"
"Rocky Mount Trail","   -","Road","A foot trail in Shenandoah Natl Park extending N-S about 5 mi. Ascends Rocky Mount. Begins at Gap Run Trail, ends at Skyline Drive near Twomile Run overlook. Midpoint near 38 20 22N, 78 38 43W.","   -","HRHS Archives # 86 Whitmer","905682128449"
"Rocky Mountain","   -","Mountain","Elevation 2864'. Extends NE-SW about 1 mi on Blue Ridge about 2 mi ENE of Rockytop.","   -","HRHS Archives # 86 Whitmer","186157787292"
"Rocky Mountain Run","   -","Stream","Rises about 2.8 mi ENE of Rockytop, near 38 17 52N, 78 39 46W. Flows E about 2.3 mi into Big Run near 38 17 15N, 78 41 50W, about .9 mi E of Rockytop","   -","HRHS Archives # 86 Whitmer","985411593084"
"Rocky Ridge","Rocky Run Mountain","Mountain","Probably unnamed ridge on 7.5 maps, extending SSE about 2 mi. Center near 38 27 30N, 79 07 30W, about 2.9 mi NW of Briery Branch community.","   -","HRHS Archives # 86 Whitmer","320159287289"
"Rocky Run","   -","Stream","Rises about 2.5 mi SE of Bald Knob, near 38 33 47N, 79 01 35W, flows SSW about 4 mi into Dry River near 38 30 49N, 79 03 14W, about .6 mi N of Rawley Springs.","   -","HRHS Archives # 86 Whitmer","132306306589"
"Rocky Run","   -","Stream","Rises about 6.2 mi E of Reddish Knob, near 38 28 29N, 79 07 43W, flows SSE about 2.6 mi into Briery Branch near 38 26 56N, 79 06 35W, about 1.9 mi NW of Briery Branch community.","   -","HRHS Archives # 86 Whitmer","273260759948"
"Rocky Run","   -","Stream","West Central","P. 15","1885 Lakes Atlas Revised 2013","390409547372"
"Rocky Run Mountain","Rocky Ridge","Mountain","Probably two ridges, one extending SSE and the other E from Oak Knob. Elevation of ridge extending E is about 2700', and it extneds about 1.5 mi. Center near 38 28 50N, 79 06 40W, about 3.5 mi NNW of Briery Branch community. Ridge extending SSE is de","Southern portion named 'Rocky Ridge'","HRHS Archives # 86 Whitmer","282047034259"
"RR B&O Val. Br.","   -","Railroad","Broadway - Timberville","P. 29","1885 Lakes Atlas Revised 2013","930307256900"
"RR B&O VAlley Br","   -","Railroad","East Plains","P. 24","1885 Lakes Atlas Revised 2013","37480668092"
"RR Grade WC & SL","   -","Railroad","Harrisonburg","P. 16","1885 Lakes Atlas Revised 2013","702079244995"
"RR Shen. Val.","   -","Railroad","Stonewall","P. 31","1885 Lakes Atlas Revised 2013","682930661507"
"RR Valley BR B&O","   -","Railroad","East Plains","P. 24","1885 Lakes Atlas Revised 2013","892973702852"
"Ruckles Gap","Runkles Gap","Gap","   -","   -","HRHS Archives # 86 Whitmer","822595276913"
"Ruebush","Kieffer &Co","Business","Linville","P. 22","1885 Lakes Atlas Revised 2013","958536642078"
"Run, Little Deep","   -","Stream","Stonewall","P. 31","1885 Lakes Atlas Revised 2013","936762588266"
"Run, Stillhouse","   -","Stream","Stonewall","P. 31","1885 Lakes Atlas Revised 2013","174302779476"
"Runion Creek","Runions Creek, Runyon Creek, Runyans Creek","Stream","Rises about 1.4 mi SSW of Orkney Springs, near 38 45 45N, 78 49 40W, flows South about 9 mi into North Fork Shenandoah River near 38 38 40N, 78 52 03W","   -","HRHS Archives # 86 Whitmer","956630637073"
"Runion Hollow","   -","Valley","Runs SE and opens onto Sours Run. About 1 mi long. Center near 38 41 34N, 78 50 40W. About 3.5 mi NNE of Brocks Gap","What stream drains this hollow?","HRHS Archives # 86 Whitmer","868016655357"
"Runions Creek","Runion Creek, Runyon Creek, Runyans Creek","Stream","   -","   -","HRHS Archives # 86 Whitmer","201710198623"
"Runions Creek Cemetery","   -","Cemetery","Brocks Gap/Runion Creek area,  Rockingham County, Virginia. From Harrisonburg, Virginia, take Route 42 North to Broadway. In Broadway turn left on Route 259 (Brocks Gap Road). Go to Route 610 (Runions Creek Road) and turn right. Go about 4.5 miles an","   -","HRHS Cemeteries Database 2013","364047233726"
"Runions Creek School","   -","School","On SR 610. About 3 mi N of Brocks Gap.","   -","HRHS Archives # 86 Whitmer","654083007469"
"Runkles Gap","Ruckles Gap","Gap","A water gap through First Mountain on Massanutten Mountain. Boone Run and the Club Run Road pass through this gap. About 1.9 mi ENE of Lairds Knob. Elevation about 1580'.","   -","HRHS Archives # 86 Whitmer","81146494990"
"Runkles Gap","   -","Gap","Stonewall","P. 30","1885 Lakes Atlas Revised 2013","393376879097"
"Runkles Gap","   -","Gap","Stonewall","P. 30","1885 Lakes Atlas Revised 2013","602006743168"
"Runyans Creek","Runion Creek, Runions Creek, Runyon","Stream","   -","   -","HRHS Archives # 86 Whitmer","388655865243"
"Runyon Creek","Runion Creek, Runions Creek, Runyans","Stream","   -","   -","HRHS Archives # 86 Whitmer","892544354448"
"Rushville","   -","Town'","On SR 737. About 1.7 mi SW of Mole Hill.","   -","HRHS Archives # 86 Whitmer","89480569184"
"Rushville","   -","Town'","East Ashby","P. 6","1885 Lakes Atlas Revised 2013","438145851560"
"Rushville","   -","Town'","Bwtr, Mt. Crfd, Rushvl, Sprg Crk","P. 10","1885 Lakes Atlas Revised 2013","719018993472"
"Rushville Methodist Episcopal Church","   -","Church","Rushville. (No longer exists)","Methodist Episcopal","HRHS Churches Database 2013","914102094343"
"Rushville Road","   -","Road","A road entending generally SSE-NNW. Begins at northern intersection of SR 257 and 737 at Stemphley Town, goes through Rushville, ends at intersection of U.S. Rt 33 and SR 752, at Hinton. Is now portions of present day SR 737 and 752. Extends about 6","   -","HRHS Archives # 86 Whitmer","207119328136"
"Rutherford","   -","Other","   -","   -","Other Sources","324305742754"
"S. Orebaugh Ore Beds","   -","Business","A tract of land on Little North Mountain. It centers about the gap over which passes SR 812. Center about 3 mi WSW of Moores Store, which is in Shenandoah Co.","   -","HRHS Archives # 86 Whitmer","277715808112"
"Saint Jacobs","Spaders Church","Church","At intersection of SR 679 and 689. About 1.2 mi ESE of Pleasant Valley community.","   -","HRHS Archives # 86 Whitmer","789597086587"
"Saint James Church","Pleasant Run Church","Church","At intersection of SR 704 and 705. About .4 mi WSW of Pleasant Valley community.","   -","HRHS Archives # 86 Whitmer","438844516174"
"Saint John's Church","   -","Church","East Central","P. 12","1885 Lakes Atlas Revised 2013","841878301205"
"Saint Michael Church","Saint Michael Church","Church","On SR 837. About 2.8 mi W of Mt. Crawford","   -","HRHS Archives # 86 Whitmer","701113182694"
"Saint Michael Church","Saint Michaels Church","Church","Mt. Sid. A","   -","HRHS Archives # 86 Whitmer","592547824977"
"Saint Paul Church","Saint Pauls Church","Church","About 2.5 mi N of 10th Legion. At southern intersection of SR 793 and 799.","   -","HRHS Archives # 86 Whitmer","35740490379"
"Saint Pauls Church","Saint Paul Church","Church","   -","   -","HRHS Archives # 86 Whitmer","867867700530"
"Saint Peters Church","Peters Church","Church","On SR 602. About 4 mi NNW of Elkton.","   -","HRHS Archives # 86 Whitmer","550462864485"
"Saint Stephens School","   -","School","On SR 754. About 4 mi E of McGaheysville.","   -","HRHS Archives # 86 Whitmer","870581820661"
"Salem Baptist Church","   -","Church","Dayton, south of (No longer exists)","Baptist","HRHS Churches Database 2013","871645537006"
"Salem Baptist Church Cemetery #","   -","Cemetery","Refer to the Fishback Family Cemetery. The name has changed over the years."," # No longer exists, renamed, or moved.","HRHS Cemeteries Database 2013","289941183724"
"Salem Church","Mount Salem Church","Church","On SR 628. About 3.3 mi W of Swift Run Gap.","   -","HRHS Archives # 86 Whitmer","193107961787"
"Salem Church","   -","Church","Near intersection of SR 613 and 780. About 1.3 mi NNE of Singers Glen.","   -","HRHS Archives # 86 Whitmer","89749248429"
"Salem Church","   -","Church","West Linville Creek","P. 15","1885 Lakes Atlas Revised 2013","762737415537"
"Salem Presbyterian Church","(See also, Cooks Creek Presbyterian Church and Dayton Presbyterian Church)","Church","Dayton, under Silver Lake. (No longer exists)","Presbyterian","HRHS Churches Database 2013","670655812138"
"Salem School","   -","School","Near intersection of SR 613 and 780. About 1.3 mi NNE of Singers Glen.","   -","HRHS Archives # 86 Whitmer","449129731358"
"Salem School","   -","School","West Linville Creek","P. 15","1885 Lakes Atlas Revised 2013","476543354962"
"Salem United Brethren Church","(See also, Green Hill Meeting House)","Church","South of Turleytown","United Brethren","HRHS Churches Database 2013","654268687903"
"Saloon (McG)","   -","Business","McGaheysville","P. 27","1885 Lakes Atlas Revised 2013","393955827775"
"Salvage Kring Cemetery","   -","Cemetery","Broadway area, Rockingham County, Virginia.  From the corner of Route 33 West (W. Market Street) and Route 42, take Route 42 North.  Travel 9.3 miles and turn right onto John Deere Drive and go to the Hartman Farm Machinery business.  Need the Hartma","   -","HRHS Cemeteries Database 2013","910921819930"
"Samuel Eaton Grave","   -","Cemetery","Singers Glen area, Rockingham County, Virginia.  Was located on west side of Route 878, north of its junction with Route 753.  South of Mt. Zion Brethren Church.","   -","HRHS Cemeteries Database 2013","454855345488"
"Samuel Heiston Cemetery","   -","Cemetery","Northwest of Elkton, Rockingham County, Virginia.  From downtown Harrisonburg, Virginia, take Route 33 East towards Elkton.  Turn left onto Route 602 (East Point Road) and go about 5.5 miles.  Cemetery is on the right side of road hidden by brush.  G","   -","HRHS Cemeteries Database 2013","627717261406"
"Samuel Rhodes Farm Cemetery","   -","Cemetery","Broadway area, Rockingham County, Virginia.  Was located east of Route 42 south of Broadway, on Samuel Rhodes farm, now John R. Brenneman.","   -","HRHS Cemeteries Database 2013","405804957281"
"Sand Run","   -","Stream","Rises about 2.3 mi N of Bald Knob, near 38 37 26N, 79 03 44W, kflows WSW about 2.4 mi into Little Laurel Run near 38 36 39N, 79 05 54W, about 2.6 mi NW of Bald Knob.","   -","HRHS Archives # 86 Whitmer","888059027193"
"Sand Spring","   -","Spring","About 2 mi S of Cow Knob. The German River rises at this spring.","   -","HRHS Archives # 86 Whitmer","296298893260"
"Sandy Bottom","   -","Community","On SR 626. About 1.8 mi WSW of Swift Run Gap.","   -","HRHS Archives # 86 Whitmer","286586598543"
"Sandy Bottom Cemetery in National Park","   -","Cemetery","Sandy Bottom, Rockingham County, Virginia. Travel east on Route 33 from Elkton, through Swift Run Gap area, till you come to Beldor Road (Route 628). Turn right on Beldor Road and go 6/10 mile and turn left onto Sandy Bottom Road (Route 626). Cemeter","   -","HRHS Cemeteries Database 2013","178613548756"
"Sandy Bottom Church","   -","Church","On SR 626. About 1.8 mi WSW of Swift Run Gap.","   -","HRHS Archives # 86 Whitmer","172278371665"
"Sandy Bottom Episcopal Chapel","   -","Church","Rockingham County. East Side. (No longer exists)","Episcopal","HRHS Churches Database 2013","527514129420"
"Sandy Bottom Overlook","   -","Road","On Skyline Drive about 1.8 mi SW of Swith Run Gap. Elevation 2705'.","   -","HRHS Archives # 86 Whitmer","210243153635"
"Sandy Mill","   -","Mill","Pleasant Valley","   -","HRHS Mill Books","119730936682"
"Sangerville Church of the Brethren","   -","Church","Augusta County. Sangersville, south of Spring Creek.","Church of the Brethren","HRHS Churches Database 2013","340419568318"
"Sarah Jane Furnace","Mount Vernon Furnace","Business","On S side of Madison Run, ear S end of SR 708. About 3.4 mi SE of Port Republic.","Lake G, p.39 named 'Mount Vernon Furnace'","HRHS Archives # 86 Whitmer","615054531601"
"Saufley Cemetery","   -","Cemetery","South of Mt. Crawford, Rockingham County, Virginia.  From Harrisonburg, Virginia, take Route 11 South.  Go several miles and turn left onto Route 682 (Frieden's Church Road).  Stay on Route 682 till it dead ends into Route 276 (Cross Keys Road) and t","   -","HRHS Cemeteries Database 2013","38336097353"
"Scales","   -","Business","East Linville Creek","P. 18","1885 Lakes Atlas Revised 2013","332112938278"
"Scales","   -","Business","Keezeltown","P. 27","1885 Lakes Atlas Revised 2013","277912779941"
"Scales","   -","Business","East Plains","P. 24","1885 Lakes Atlas Revised 2013","540749100558"
"Scales","   -","Business","West Plains","P. 26","1885 Lakes Atlas Revised 2013","782451598527"
"Schl. Mtn. Valley","   -","School","West Linville Creek","P. 15","1885 Lakes Atlas Revised 2013","585381959101"
"School","21 Union","School","East Plains","P. 24","1885 Lakes Atlas Revised 2013","501111495745"
"School","Barnes","School","Stonewall","P. 30","1885 Lakes Atlas Revised 2013","917118157743"
"School","Carpenter","School","East Central","P. 13","1885 Lakes Atlas Revised 2013","28781160361"
"School","Cave Hill","School","West Linville Creek","P. 15","1885 Lakes Atlas Revised 2013","123536889055"
"School","Col.d","School","Stonewall","P. 31","1885 Lakes Atlas Revised 2013","750830432883"
"School","Col.d","School","Bwtr, Mt. Crfd, Rushvl, Sprg Crk","P. 11","1885 Lakes Atlas Revised 2013","118230575463"
"School","Col.d.","School","Stonewall","P. 30","1885 Lakes Atlas Revised 2013","370926068031"
"School","Colored","School","Stonewall","P. 30","1885 Lakes Atlas Revised 2013","717830864741"
"School","Colored","School","Stonewall","P. 30","1885 Lakes Atlas Revised 2013","117370262142"
"School","Colored","School","Bwtr, Mt. Crfd, Rushvl, Sprg Crk","P. 10","1885 Lakes Atlas Revised 2013","626674827722"
"School","Cooper","School","Stonewall","P. 30","1885 Lakes Atlas Revised 2013","223838208974"
"School","Glass No. 23","School","West Plains","P. 27","1885 Lakes Atlas Revised 2013","256731122788"
"School","Green Mtn","School","East Linville Creek","P. 18","1885 Lakes Atlas Revised 2013","612725540295"
"School","Harness","School","Stonewall","P. 30","1885 Lakes Atlas Revised 2013","48052486372"
"School","Mode L","School","Stonewall","P. 30","1885 Lakes Atlas Revised 2013","849756688540"
"School","Newdale No.9","School","East Plains","P. 25","1885 Lakes Atlas Revised 2013","376945633868"
"School","Newtown No.8","School","East Plains","P. 24","1885 Lakes Atlas Revised 2013","930337301249"
"School","No 12","School","East Plains","P. 24","1885 Lakes Atlas Revised 2013","412192246473"
"School","No. 14","School","Broadway - Timberville","P. 29","1885 Lakes Atlas Revised 2013","159410094602"
